combo,spearman,countries,num_countries
"['Eggs', 'Wheat flour (first grade)']",0.40189044692998294,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Eggs', 'Wheat flour (high quality)']",0.2992587961337998,"['Kyrgyzstan', 'Tajikistan']",2
"['Eggs', 'Meat (beef, first quality)']",-0.6306951316048628,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Meat (beef, second quality)']",-0.661849647883481,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Meat (buffalo, first quality)']",-0.6306951316048628,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Meat (buffalo, second quality)']",-0.7065692186864189,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Meat (pork, first quality)']",-0.04029388523392263,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Meat (pork, second quality)']",-0.06340712758178266,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Rice (glutinous, first quality)']",0.01783219597637259,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Rice (glutinous, unmilled)']",0.46928934531774785,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Rice (ordinary, unmilled)']",0.4561446487157522,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Garlic (small)']",-0.5024614736151743,"[""Lao People's Democratic Republic""]",1
"['Eggs', 'Tomatoes (paste)']",0.4018018018018018,"['Lebanon', 'Turkey']",2
"['Eggs', 'Fish (tuna, canned)']",0.294398610508033,['Lebanon'],1
"['Eggs', 'Wheat flour (local)']",0.34337577431913213,['Tajikistan'],1
"['Eggs', 'Rice (regular, milled)']",-0.5840381186953651,['Philippines'],1
"['Eggs', 'Cocoa (powder)']",0.3805807618936463,['Turkey'],1
"['Meat (chicken)', 'Oil (vegetable)']",0.049579466291240784,"['Armenia', 'Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Guatemala', 'Jordan', 'Peru']",7
"['Meat (chicken)', 'Sugar']",0.33914061234537735,"['Armenia', 'Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Guatemala', 'Jordan', 'Kyrgyzstan', 'Peru', 'Turkey']",9
"['Meat (chicken)', 'Meat (beef)']",0.21566437965985505,"['Armenia', 'Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Jordan', 'Kyrgyzstan', 'Myanmar']",7
"['Meat (chicken)', 'Apples (red)']",0.37747023555463366,"['Armenia', 'Colombia', 'Gambia', 'Jordan', 'Turkey']",5
"['Meat (chicken)', 'Fish (fresh)']",0.4433682970407136,"['Armenia', 'Democratic Republic of the Congo', 'Turkey']",3
"['Meat (chicken)', 'Oil (palm)']",0.22411019380194036,"['Democratic Republic of the Congo', ""Lao People's Democratic Republic"", 'Myanmar']",3
"['Meat (chicken)', 'Rice (imported)']",0.5251270053071984,"['Democratic Republic of the Congo', 'Jordan']",2
"['Meat (chicken)', 'Maize']",0.3788150241064759,"['Democratic Republic of the Congo', 'Gambia', 'Kyrgyzstan', 'Myanmar']",4
"['Meat (chicken)', 'Meat (chicken, whole)']",0.3970033388178406,['Jordan'],1
"['Meat (chicken)', 'Beans']",0.5218591383346658,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Cassava flour']",0.43593066231472377,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Rice (local)']",0.2889568937776644,"['Democratic Republic of the Congo', 'Peru']",2
"['Meat (chicken)', 'Cassava (cossette)']",0.24515809224681598,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Maize flour']",-0.34487987013018323,"['Colombia', 'Democratic Republic of the Congo', 'Gambia']",3
"['Meat (chicken)', 'Plantains']",0.4288188785133185,"['Colombia', 'Democratic Republic of the Congo', 'Guatemala']",3
"['Meat (chicken)', 'Coffee']",0.24661472596367678,"['Colombia', 'Guatemala', 'Turkey']",3
"['Meat (chicken)', 'Salt']",-0.33192183193035557,"['Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Guatemala', 'Kyrgyzstan', 'Myanmar', 'Turkey']",7
"['Meat (chicken)', 'Rice (paddy)']",0.353427304199551,['Colombia'],1
"['Meat (chicken)', 'Eggs (white, AA)']",-0.49909909909909916,['Colombia'],1
"['Meat (chicken)', 'Sugar (brown)']",-0.47349687248832784,"['Colombia', ""Lao People's Democratic Republic""]",2
"['Meat (chicken)', 'Bananas']",0.43282910366121363,"['Colombia', 'Gambia', 'Guatemala', 'Jordan', 'Turkey']",5
"['Meat (chicken)', 'Fish (tilapia)']",-0.55374205144224,['Colombia'],1
"['Meat (chicken)', 'Lentils (imported)']",0.5221636960543151,['Colombia'],1
"['Meat (chicken)', 'Fish (smoked)']",0.5521518973485416,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Fish (salted)']",0.37351548764326753,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Maize meal']",-0.3052233026342127,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Cassava']",0.24305254016500216,"['Democratic Republic of the Congo', 'Gambia']",2
"['Meat (chicken)', 'Meat (goat, with bones)']",0.33824963085714677,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Cassava (chikwangue)']",-0.4571489144304714,['Democratic Republic of the Congo'],1
"['Meat (chicken)', 'Meat (mutton)']",0.7037013327222469,"['Gambia', 'Kyrgyzstan', 'Turkey']",3
"['Meat (chicken)', 'Milk (powder)']",0.29175611390284295,"['Gambia', 'Guatemala']",2
"['Meat (chicken)', 'Rice (ordinary, second quality)']",-0.03718966223307746,"['Guatemala', ""Lao People's Democratic Republic""]",2
"['Meat (chicken)', 'Rice (ordinary, first quality)']",0.13598285090366005,"['Guatemala', ""Lao People's Democratic Republic""]",2
"['Meat (chicken)', 'Oil (olive)']",0.41918249896517296,"['Jordan', 'Turkey']",2
"['Meat (chicken)', 'Meat (beef, first quality)']",0.45300256805950645,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Meat (beef, second quality)']",0.5091184403091962,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Meat (buffalo, first quality)']",0.45300256805950645,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Meat (buffalo, second quality)']",-0.6996164505436897,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Meat (pork, first quality)']",0.6551828171210655,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Meat (pork, second quality)']",0.5425229341391311,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Rice (glutinous, first quality)']",-0.5360601087745265,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Rice (glutinous, second quality)']",-0.5902941078395049,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Rice (glutinous, unmilled)']",0.015758131426845762,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Rice (ordinary, unmilled)']",0.0800375834410488,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Fish (snake head)']",0.47349687248832784,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Fish (catfish)']",-0.47349687248832784,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Fish (tilapia, farmed)']",0.19501329599262915,"[""Lao People's Democratic Republic""]",1
"['Meat (chicken)', 'Meat (veal)']",0.3427798787453538,['Turkey'],1
"['Oil (vegetable)', 'Sugar']",0.127409298022497,"['Armenia', 'Colombia', 'Democratic Republic of the Congo', 'Djibouti', 'Gambia', 'Guatemala', 'Indonesia', 'Iran  (Islamic Republic of)', 'Jordan', 'Madagascar', 'Mauritania', 'Peru', 'Tajikistan', 'Yemen']",14
"['Oil (vegetable)', 'Pasta']",0.35159633668971324,"['Armenia', 'Colombia', 'Djibouti', 'Guatemala']",4
"['Oil (vegetable)', 'Rice (white)']",0.2994750885654641,"['Armenia', 'Colombia']",2
"['Oil (vegetable)', 'Meat (pork)']",0.6953600421279102,"['Armenia', 'Colombia']",2
"['Oil (vegetable)', 'Meat (beef)']",0.22402127187556048,"['Armenia', 'Colombia', 'Congo', 'Democratic Republic of the Congo', 'Gambia', 'Indonesia', 'Jordan', 'Tajikistan']",8
"['Oil (vegetable)', 'Carrots']",0.23087789488932647,"['Armenia', 'Colombia', 'Gambia', 'Tajikistan']",4
"['Oil (vegetable)', 'Onions']",0.4526249098415219,"['Armenia', 'Gambia', 'Guatemala', 'Jordan', 'Tajikistan', 'Yemen']",6
"['Oil (vegetable)', 'Cabbage']",0.259549747452903,"['Armenia', 'Colombia', 'Gambia', 'Tajikistan']",4
"['Oil (vegetable)', 'Rice (imported)']",0.5862695427028477,"['Democratic Republic of the Congo', 'Djibouti', 'Jordan', 'Mauritania', 'Yemen']",5
"['Oil (vegetable)', 'Maize']",0.20467856439724436,"['Democratic Republic of the Congo', 'Gambia', 'Tajikistan', 'Zimbabwe']",4
"['Oil (vegetable)', 'Meat (beef, chops with bones)']",0.38938949931728906,['Guatemala'],1
"['Oil (vegetable)', 'Rice']",0.21415192617201279,"['Indonesia', 'Tajikistan']",2
"['Oil (vegetable)', 'Rice (local)']",0.39719269791292844,"['Democratic Republic of the Congo', 'Iran  (Islamic Republic of)', 'Madagascar', 'Mauritania', 'Peru']",5
"['Oil (vegetable)', 'Sesame']",0.5588548487785746,['South Sudan'],1
"['Oil (vegetable)', 'Sorghum (white)']",0.3619441047433126,['South Sudan'],1
"['Oil (vegetable)', 'Plantains']",-0.37868351729085764,"['Colombia', 'Congo', 'Democratic Republic of the Congo', 'Guatemala']",4
"['Oil (vegetable)', 'Coffee']",0.21866532188583757,"['Colombia', 'Guatemala']",2
"['Oil (vegetable)', 'Salt']",0.21619893915140204,"['Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Guatemala', 'Tajikistan', 'Yemen']",6
"['Oil (vegetable)', 'Rice (paddy)']",0.3348408451915515,['Colombia'],1
"['Oil (vegetable)', 'Oranges (big size)']",-0.3348699963451485,"['Colombia', 'Jordan']",2
"['Oil (vegetable)', 'Bananas']",-0.4034240059630067,"['Colombia', 'Gambia', 'Guatemala', 'Jordan']",4
"['Oil (vegetable)', 'Cassava (dry)']",0.3515472940516643,"['Colombia', 'South Sudan']",2
"['Oil (vegetable)', 'Meat (chicken, frozen)']",0.2462573491206244,"['Congo', 'Tajikistan']",2
"['Oil (vegetable)', 'Maize meal']",0.5291505401609954,['Democratic Republic of the Congo'],1
"['Oil (vegetable)', 'Meat (mutton)']",0.30332195390729766,"['Gambia', 'Tajikistan']",2
"['Oil (vegetable)', 'Milk (powder)']",0.40811589791110336,"['Gambia', 'Guatemala']",2
"['Oil (vegetable)', 'Rice (ordinary, second quality)']",0.2449080525855991,['Guatemala'],1
"['Oil (vegetable)', 'Tortilla (maize)']",0.32921464066877865,['Guatemala'],1
"['Oil (vegetable)', 'Tea (black)']",0.18913669976078326,['Tajikistan'],1
"['Oil (vegetable)', 'Milk (condensed)']",0.41520244461420924,['Indonesia'],1
"['Oil (vegetable)', 'Bread (pita)']",0.27976424207274553,['Jordan'],1
"['Oil (vegetable)', 'Cucumbers']",-0.36138627309967913,['Jordan'],1
"['Oil (vegetable)', 'Oil (cotton)']",0.4736692847028137,['Tajikistan'],1
"['Oil (vegetable)', 'Tea (green)']",0.014086898113342988,['Tajikistan'],1
"['Oil (vegetable)', 'Wheat flour (first grade)']",0.27180503501986764,['Tajikistan'],1
"['Oil (vegetable)', 'Wheat flour (high quality)']",0.33599910636481667,['Tajikistan'],1
"['Oil (vegetable)', 'Sorghum (taghalit)']",0.34531159283636,['Mauritania'],1
"['Oil (vegetable)', 'Wheat flour (locally processed)']",0.3702278018747418,['Peru'],1
"['Oil (vegetable)', 'Beans (kidney red)']",0.40465019431958354,['Yemen'],1
"['Sugar', 'Lentils']",0.2736774374325078,"['Armenia', 'Egypt', 'Ethiopia', 'India', 'Iran  (Islamic Republic of)', 'Jordan', 'Lebanon', 'Syrian Arab Republic', 'Turkey', 'Yemen']",10
"['Sugar', 'Pasta']",0.36667509092968087,"['Armenia', 'Colombia', 'Djibouti', 'Egypt', 'Ethiopia', 'Guatemala', 'Lebanon', 'Turkey', 'Ukraine']",9
"['Sugar', 'Tomatoes']",0.15550965663627814,"['Armenia', 'Colombia', 'Egypt', 'Gambia', 'Guatemala', 'Guinea', 'India', 'Jordan', 'Syrian Arab Republic', 'Turkey', 'Yemen']",11
"['Sugar', 'Meat (beef)']",0.23715162951496796,"['Armenia', 'Colombia', 'Democratic Republic of the Congo', 'Egypt', 'Gambia', 'Guinea', 'Indonesia', 'Jordan', 'Kyrgyzstan', 'Tajikistan', 'Ukraine']",11
"['Sugar', 'Carrots']",0.020218773649368776,"['Armenia', 'Colombia', 'Gambia', 'Kyrgyzstan', 'Tajikistan', 'Ukraine']",6
"['Sugar', 'Onions']",0.33103230703712977,"['Armenia', 'Gambia', 'Guatemala', 'India', 'Jordan', 'Kyrgyzstan', 'Tajikistan', 'Turkey', 'Ukraine', 'Yemen']",10
"['Sugar', 'Cabbage']",0.08738567174365963,"['Armenia', 'Colombia', 'Gambia', 'Kyrgyzstan', 'Lebanon', 'Tajikistan', 'Ukraine']",7
"['Sugar', 'Apples (red)']",-0.3049053908351979,"['Armenia', 'Colombia', 'Gambia', 'Jordan', 'Turkey']",5
"['Sugar', 'Fish (fresh)']",0.060514812053403366,"['Armenia', 'Democratic Republic of the Congo', 'Turkey']",3
"['Sugar', 'Lentils (masur)']",0.31019459969520446,"['India', 'Pakistan']",2
"['Sugar', 'Oil (palm)']",0.1891599581864805,"['Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'India']",4
"['Sugar', 'Rice (imported)']",0.29613230398690743,"['Democratic Republic of the Congo', 'Djibouti', 'Ethiopia', 'Guinea', 'Guinea-Bissau', 'Jordan', 'Mauritania', 'Yemen']",8
"['Sugar', 'Sorghum']",0.40885928073408867,"['Ethiopia', 'Gambia', 'Guinea-Bissau']",3
"['Sugar', 'Beans (white)']",0.41369952236213636,"['Djibouti', 'Lebanon', 'Turkey', 'Yemen']",4
"['Sugar', 'Maize']",0.41902141241819657,"['Democratic Republic of the Congo', 'Gambia', 'Guinea-Bissau', 'Kyrgyzstan', 'Tajikistan']",5
"['Sugar', 'Millet']",0.4986525655416711,"['Djibouti', 'Gambia', 'Guinea-Bissau']",3
"['Sugar', 'Rice']",0.2503928724505009,"['Egypt', 'India', 'Indonesia', 'Iraq', 'Kyrgyzstan', 'Syrian Arab Republic', 'Tajikistan', 'Turkey', 'Ukraine']",9
"['Sugar', 'Beans']",0.5320727421300253,['Democratic Republic of the Congo'],1
"['Sugar', 'Cassava flour']",0.5437777039528423,['Democratic Republic of the Congo'],1
"['Sugar', 'Rice (local)']",-0.032358747143179954,"['Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau', 'Iran  (Islamic Republic of)', 'Madagascar', 'Mauritania', 'Peru']",7
"['Sugar', 'Cassava (cossette)']",0.5321703029505417,['Democratic Republic of the Congo'],1
"['Sugar', 'Oil (groundnut)']",0.09917902618852004,['India'],1
"['Sugar', 'Maize flour']",-0.5003219119188433,"['Colombia', 'Democratic Republic of the Congo', 'Gambia']",3
"['Sugar', 'Beans (red)']",0.45325018059079664,['Colombia'],1
"['Sugar', 'Plantains']",-0.447972471953528,"['Colombia', 'Democratic Republic of the Congo', 'Guatemala']",3
"['Sugar', 'Salt']",0.3521298528546449,"['Colombia', 'Democratic Republic of the Congo', 'Gambia', 'Guatemala', 'Guinea', 'Guinea-Bissau', 'Kyrgyzstan', 'Lebanon', 'Pakistan', 'State of Palestine', 'Tajikistan', 'Turkey', 'Yemen']",13
"['Sugar', 'Oranges (big size)']",0.3295375705786127,"['Colombia', 'Jordan']",2
"['Sugar', 'Milk (pasteurized)']",-0.31833303876527436,"['Colombia', 'India', 'Jordan', 'Turkey']",4
"['Sugar', 'Oil (sunflower)']",0.12630381114274905,"['Colombia', 'Egypt', 'India', 'Kyrgyzstan', 'Lebanon', 'Turkey', 'Ukraine']",7
"['Sugar', 'Fish (smoked)']",0.5050152102369619,['Democratic Republic of the Congo'],1
"['Sugar', 'Meat (chicken, frozen)']",0.2139202729975196,"['Egypt', 'Tajikistan']",2
"['Sugar', 'Maize meal']",-0.40784484937121146,['Democratic Republic of the Congo'],1
"['Sugar', 'Cassava']",0.48911118050000785,"['Democratic Republic of the Congo', 'Gambia']",2
"['Sugar', 'Meat (goat, with bones)']",0.43475149402506896,['Democratic Republic of the Congo'],1
"['Sugar', 'Tea']",0.5243905409179739,"['Gambia', 'State of Palestine', 'Syrian Arab Republic', 'Turkey']",4
"['Sugar', 'Meat (mutton)']",0.30566107850925406,"['Gambia', 'Kyrgyzstan', 'Tajikistan', 'Turkey']",4
"['Sugar', 'Fonio']",0.2978602364369693,['Guinea-Bissau'],1
"['Sugar', 'Oil (vegetable, imported)']",0.5411650494630202,['Guinea-Bissau'],1
"['Sugar', 'Tea (black)']",0.2654149697607919,"['India', 'Kyrgyzstan', 'Tajikistan']",3
"['Sugar', 'Oil (mustard)']",-0.08270477410600412,['India'],1
"['Sugar', 'Salt (iodised)']",-0.06865517095336598,['India'],1
"['Sugar', 'Oil (olive)']",0.36622895080551493,"['Jordan', 'Turkey']",2
"['Sugar', 'Bread (pita)']",0.36456279233369193,"['Jordan', 'Lebanon', 'Turkey']",3
"['Sugar', 'Meat (lamb)']",-0.36284152042512213,['Jordan'],1
"['Sugar', 'Cheese (white, boiled)']",-0.49931642113631386,['Jordan'],1
"['Sugar', 'Oil (cotton)']",0.2883571520808933,"['Kyrgyzstan', 'Tajikistan']",2
"['Sugar', 'Tea (green)']",0.3919100843217395,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Sugar', 'Wheat flour (first grade)']",0.22371490492844906,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Sugar', 'Wheat flour (high quality)']",0.21468128132904363,"['Kyrgyzstan', 'Tajikistan']",2
"['Sugar', 'Bulgur']",0.28755970473295706,"['Lebanon', 'Turkey']",2
"['Sugar', 'Rice (imported, Egyptian)']",0.4575553625705601,['Lebanon'],1
"['Sugar', 'Tomatoes (paste)']",0.5534105534105533,"['Lebanon', 'Turkey']",2
"['Sugar', 'Cheese (picon)']",0.33043855840208425,"['Egypt', 'Lebanon']",2
"['Sugar', 'Meat (beef, canned)']",0.33716891011723843,['Lebanon'],1
"['Sugar', 'Sorghum (taghalit)']",0.3679573305452451,['Mauritania'],1
"['Sugar', 'Rice (basmati, broken)']",0.3496819484824727,['Pakistan'],1
"['Sugar', 'Oil']",0.6545810108440584,['Syrian Arab Republic'],1
"['Sugar', 'Bread (bakery)']",-0.02881390502492337,['Syrian Arab Republic'],1
"['Sugar', 'Bread (shop)']",-0.00888265814806767,['Syrian Arab Republic'],1
"['Sugar', 'Beans (kidney red)']",0.4455785160686321,['Yemen'],1
"['Lentils', 'Pasta']",0.43669855138645874,"['Armenia', 'Egypt', 'Ethiopia', 'Lebanon', 'Turkey']",5
"['Lentils', 'Tomatoes']",0.45017568365788374,"['Armenia', 'Egypt', 'India', 'Jordan', 'Syrian Arab Republic', 'Turkey', 'Yemen']",7
"['Lentils', 'Meat (beef)']",-0.4020433483248545,"['Armenia', 'Egypt', 'Jordan']",3
"['Lentils', 'Onions']",-0.098233519471549,"['Armenia', 'India', 'Jordan', 'Turkey', 'Yemen']",5
"['Lentils', 'Lentils (masur)']",-0.31152771826935416,['India'],1
"['Lentils', 'Rice (imported)']",0.42450902624382164,"['Ethiopia', 'Jordan', 'Yemen']",3
"['Lentils', 'Rice']",0.48278116748923944,"['Egypt', 'India', 'Syrian Arab Republic', 'Turkey']",4
"['Lentils', 'Rice (local)']",0.36263357944658503,['Iran  (Islamic Republic of)'],1
"['Lentils', 'Groundnuts (shelled)']",0.3545770597175061,['Turkey'],1
"['Lentils', 'Garlic']",0.3541908101971166,"['Egypt', 'Jordan', 'Turkey']",3
"['Lentils', 'Bananas']",0.1329071761997825,"['Jordan', 'Turkey']",2
"['Lentils', 'Milk (pasteurized)']",0.1381304844632121,"['India', 'Jordan', 'Turkey']",3
"['Lentils', 'Beans (fava, dry)']",0.46447596273167735,"['Egypt', 'Ethiopia', 'Jordan']",3
"['Lentils', 'Tea']",0.4009185655967642,"['Syrian Arab Republic', 'Turkey']",2
"['Lentils', 'Meat (mutton)']",0.48284739753740297,['Turkey'],1
"['Lentils', 'Tea (black)']",-0.31714604718032474,['India'],1
"['Lentils', 'Oil (mustard)']",0.26602004368201126,['India'],1
"['Lentils', 'Salt (iodised)']",-0.04852755368911327,['India'],1
"['Lentils', 'Chickpeas']",0.3181273813554609,"['Jordan', 'Lebanon', 'Turkey']",3
"['Lentils', 'Bread (pita)']",0.47814756128304303,"['Jordan', 'Lebanon', 'Turkey']",3
"['Lentils', 'Bulgur']",0.47454903117917885,"['Lebanon', 'Turkey']",2
"['Lentils', 'Tomatoes (paste)']",0.33564993564993567,"['Lebanon', 'Turkey']",2
"['Lentils', 'Cheese (picon)']",0.3590733590733591,"['Egypt', 'Lebanon']",2
"['Lentils', 'Fish (tuna, canned)']",0.45405405405405413,"['Lebanon', 'Syrian Arab Republic']",2
"['Lentils', 'Oil']",0.5564772379961361,['Syrian Arab Republic'],1
"['Lentils', 'Bread (bakery)']",0.5516207207257894,['Syrian Arab Republic'],1
"['Lentils', 'Bread (shop)']",0.16437779581817627,['Syrian Arab Republic'],1
"['Lentils', 'Oil (maize)']",0.47479423025513023,['Egypt'],1
"['Pasta', 'Tomatoes']",0.40015461675657227,"['Armenia', 'Colombia', 'Egypt', 'Guatemala', 'Turkey']",5
"['Pasta', 'Cabbage']",-0.37093764154293707,"['Armenia', 'Colombia', 'Lebanon', 'Ukraine']",4
"['Pasta', 'Beans (white)']",-0.4520191055145462,"['Djibouti', 'Lebanon', 'Turkey']",3
"['Pasta', 'Coffee']",0.331572870308358,"['Colombia', 'Guatemala', 'Turkey']",3
"['Pasta', 'Tea']",0.3731084405354972,['Turkey'],1
"['Pasta', 'Milk (powder)']",-0.038107157215138854,"['Guatemala', 'Lebanon']",2
"['Pasta', 'Tortilla (maize)']",0.21489748336329154,['Guatemala'],1
"['Pasta', 'Bread (pita)']",0.3245890290422627,"['Lebanon', 'Turkey']",2
"['Pasta', 'Bulgur']",0.4026050403344284,"['Lebanon', 'Turkey']",2
"['Pasta', 'Cheese (picon)']",0.3343939570382197,"['Egypt', 'Lebanon']",2
"['Pasta', 'Meat (beef, canned)']",0.4831402831402832,['Lebanon'],1
"['Pasta', 'Fish (tuna, canned)']",-0.37700825010855404,['Lebanon'],1
"['Tomatoes', 'Meat (pork)']",-0.2152178760427895,"['Armenia', 'Colombia', 'Myanmar', 'Philippines', 'Rwanda']",5
"['Tomatoes', 'Carrots']",0.5152686756916124,"['Armenia', 'Colombia', 'Gambia', 'Philippines', 'Rwanda']",5
"['Tomatoes', 'Onions']",0.3931331063414724,"['Armenia', 'Gambia', 'Guatemala', 'India', 'Jordan', 'Myanmar', 'Turkey', 'Yemen']",8
"['Tomatoes', 'Cabbage']",0.5193803078332507,"['Armenia', 'Colombia', 'Gambia', 'Philippines', 'Rwanda']",5
"['Tomatoes', 'Cucumbers (greenhouse)']",0.4563006821984811,"['Armenia', 'Colombia', 'Rwanda', 'Turkey']",4
"['Tomatoes', 'Fish (fresh)']",0.3918167620902811,"['Armenia', 'Philippines', 'Turkey']",3
"['Tomatoes', 'Lentils (masur)']",0.3862227274621239,['India'],1
"['Tomatoes', 'Oil (palm)']",-0.4664845637260052,"['Guinea', 'India', 'Myanmar']",3
"['Tomatoes', 'Meat (beef, chops with bones)']",-0.45152148273745324,"['Guatemala', 'Philippines']",2
"['Tomatoes', 'Meat (chicken, whole)']",-0.04466316518308226,"['Jordan', 'Philippines']",2
"['Tomatoes', 'Rice']",0.38342381730702224,"['Egypt', 'India', 'Rwanda', 'Syrian Arab Republic', 'Turkey']",5
"['Tomatoes', 'Sweet potatoes']",0.02047938032934643,"['Gambia', 'Philippines', 'Rwanda']",3
"['Tomatoes', 'Oil (groundnut)']",0.37572403451936903,"['India', 'Myanmar']",2
"['Tomatoes', 'Garlic']",0.08801933477769733,"['Colombia', 'Egypt', 'Gambia', 'Jordan', 'Myanmar', 'Philippines', 'Rwanda', 'Turkey']",8
"['Tomatoes', 'Onions (red)']",-0.01634704615236708,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Tomatoes', 'Onions (white)']",0.1983890930082926,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Tomatoes', 'Maize (yellow)']",0.3448407153527695,"['Colombia', 'Guatemala']",2
"['Tomatoes', 'Coffee']",0.3833923470265004,"['Colombia', 'Guatemala', 'Turkey']",3
"['Tomatoes', 'Rice (paddy)']",-0.3777591873450799,"['Colombia', 'Philippines']",2
"['Tomatoes', 'Milk (pasteurized)']",0.34656583491553,"['Colombia', 'India', 'Jordan', 'Turkey']",4
"['Tomatoes', 'Beans (fava, dry)']",-0.42647849944816035,"['Egypt', 'Jordan']",2
"['Tomatoes', 'Potatoes (Irish)']",0.31838474295304453,"['Gambia', 'Philippines', 'Rwanda']",3
"['Tomatoes', 'Oil (mustard)']",0.35012915561285096,['India'],1
"['Tomatoes', 'Salt (iodised)']",0.13623882890517647,['India'],1
"['Rice (white)', 'Rice (paddy)']",0.6112543550377015,['Colombia'],1
"['Meat (pork)', 'Carrots']",-0.17568511947952034,"['Armenia', 'Colombia', 'Philippines', 'Rwanda', 'Ukraine']",5
"['Meat (pork)', 'Cabbage']",-0.20343618144177217,"['Armenia', 'Colombia', 'Philippines', 'Rwanda', 'Ukraine']",5
"['Meat (pork)', 'Fish (fresh)']",-0.2604737907700599,"['Armenia', 'Philippines']",2
"['Meat (pork)', 'Meat (beef, chops with bones)']",0.019481625895417982,['Philippines'],1
"['Meat (pork)', 'Meat (chicken, whole)']",0.5912969203250774,"['Philippines', 'Ukraine']",2
"['Meat (pork)', 'Sweet potatoes']",0.2993265619748914,"['Philippines', 'Rwanda']",2
"['Meat (pork)', 'Beans (red)']",0.33466444615925156,['Colombia'],1
"['Meat (pork)', 'Garlic']",-0.08003778091441333,"['Colombia', 'Myanmar', 'Philippines', 'Rwanda']",4
"['Meat (pork)', 'Onions (red)']",0.5049972939983904,"['Colombia', 'Philippines', 'Rwanda']",3
"['Meat (pork)', 'Onions (white)']",0.33317259921507264,"['Colombia', 'Philippines', 'Rwanda']",3
"['Meat (pork)', 'Plantains']",-0.347789289460357,['Colombia'],1
"['Meat (pork)', 'Salt']",-0.5040383689825942,"['Colombia', 'Myanmar']",2
"['Meat (pork)', 'Eggs (white, AA)']",0.3738481667658578,['Colombia'],1
"['Meat (pork)', 'Bananas']",-0.40392829040698264,"['Colombia', 'Rwanda']",2
"['Meat (pork)', 'Cassava (dry)']",0.35364653091476866,['Colombia'],1
"['Meat (pork)', 'Potatoes (Irish)']",-0.269053458986008,"['Philippines', 'Rwanda']",2
"['Meat (beef)', 'Carrots']",0.3099206717865377,"['Armenia', 'Colombia', 'Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Ukraine']",7
"['Meat (beef)', 'Cabbage']",-0.051243560704759585,"['Armenia', 'Colombia', 'Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Ukraine']",7
"['Meat (beef)', 'Apples (red)']",0.30743751885416,"['Armenia', 'Colombia', 'Gambia', 'Jordan', 'Rwanda']",5
"['Meat (beef)', 'Fish (fresh)']",0.524630871314333,"['Armenia', 'Congo', 'Democratic Republic of the Congo']",3
"['Meat (beef)', 'Milk (non-pasteurized)']",-0.4232681637043206,['Kyrgyzstan'],1
"['Meat (beef)', 'Oil (palm)']",-0.08128364863507352,"['Congo', ""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Guinea', 'Myanmar']",5
